B_string_raw,B_string,string_similarity,Best_A_strings_raw,Best_A_strings,Best_A_Brand,Best_A_Type,Best_A_Formula,,
AKODAN 500 ML,akodan500ml,52.94%,Mahkota 15-15-6-4,mahkota151564,Mahkota,Majemuk,15-15-6,11,
NPK 30 6 8 Kujang 25 Kg,npk3068kujang25kg,52.94%,NPK Kujang 30-6-8,npkkujang3068,PIHC,Majemuk,30-6-8,17,
Niklosan @200ml,niklosan200ml,52.94%,NPK Kujang 30-6-8,npkkujang3068,PIHC,Majemuk,30-6-8,13,
TS SP-26 Petro Repack,tssp26petrorepack,52.94%,SP-26 Petro,sp26petro,PIHC,Fosfat,NA,17,
TS Fertiphos Repack,tsfertiphosrepack,52.94%,Fertiphos,fertiphos,Pak Tani,Fosfat,NA,17,
calicron 100ml,calicron100ml,52.94%,CAP TAWON 18-12-6,captawon18126,Tawon,Majemuk,18-12-6,13,
NPK YARA UNIK 16,npkyaraunik16,52.94%,NPK Kujang 30-6-8,npkkujang3068,PIHC,Majemuk,30-6-8,13,
Glido - 100 ml,glido100ml,52.94%,GOLD DGW 16-10-18,golddgw161018,DGW/Hextar,Majemuk,16-10-18,10,
Urea PRL NS @5 KG petro,ureaprlns5kgpetro,52.94%,Urea Petro,ureapetro,PIHC,Urea,NA,17,
Padi Kujang Mas,padikujangmas,52.94%,NPK Kujang 30-6-8,npkkujang3068,PIHC,Majemuk,30-6-8,13,
captive 100 ml,captive100ml,52.94%,CAP TAWON 18-12-6,captawon18126,Tawon,Majemuk,18-12-6,12,
K Kembang 50kg,kkembang50kg,52.94%,NPK Kujang 30-6-8,npkkujang3068,PIHC,Majemuk,30-6-8,12,
NPK tawon 50kg,npktawon50kg,52.94%,NPK Kujang 30-6-8,npkkujang3068,PIHC,Majemuk,30-6-8,12,
wettafol88 1lt,wettafol881lt,52.94%,CAP TAWON 18-12-6,captawon18126,Tawon,Majemuk,18-12-6,13,
Npk mutiara 50,npkmutiara50,52.94%,NPK Kujang 30-6-8,npkkujang3068,PIHC,Majemuk,30-6-8,12,
NPK 30-6-8 Kujang,npk3068kujang,52.94%,NPK Kujang 30-6-8,npkkujang3068,PIHC,Majemuk,30-6-8,13,
captive 100ml,captive100ml,52.94%,CAP TAWON 18-12-6,captawon18126,Tawon,Majemuk,18-12-6,12,
NPK Mutiara 50 kg,npkmutiara50kg,52.94%,NPK Kujang 30-6-8,npkkujang3068,PIHC,Majemuk,30-6-8,14,
buldog 100ml,buldog100ml,52.94%,GOLD DGW 16-10-18,golddgw161018,DGW/Hextar,Majemuk,16-10-18,11,
Npk Bintang Daun,npkbintangdaun,52.94%,NPK Kujang 30-6-8,npkkujang3068,PIHC,Majemuk,30-6-8,14,
urea kujang 25kg,ureakujang25kg,52.94%,NPK Kujang 30-6-8,npkkujang3068,PIHC,Majemuk,30-6-8,14,
"petrokum 0,005 BB",petrokum0005bb,52.94%,MerokeMKP 0-52-34,merokemkp05234,Mutiara,Majemuk,0-52-34,14,
calicron100ml,calicron100ml,52.94%,CAP TAWON 18-12-6,captawon18126,Tawon,Majemuk,18-12-6,13,
urea kujang 25 kg,ureakujang25kg,52.94%,NPK Kujang 30-6-8,npkkujang3068,PIHC,Majemuk,30-6-8,14,
bako jangkar-k,bakojangkark,52.94%,NPK Kujang 30-6-8,npkkujang3068,PIHC,Majemuk,30-6-8,12,
centa zole 80ml,centazole80ml,52.94%,CAP TAWON 18-12-6,captawon18126,Tawon,Majemuk,18-12-6,13,
Atomon 100ml,atomon100ml,52.94%,CAP TAWON 18-12-6,captawon18126,Tawon,Majemuk,18-12-6,11,
golder 865sl,golder865sl,52.94%,GOLD DGW 16-10-18,golddgw161018,DGW/Hextar,Majemuk,16-10-18,11,
NPK BINTANG TANI,npkbintangtani,52.94%,NPK Kujang 30-6-8,npkkujang3068,PIHC,Majemuk,30-6-8,14,
NPK Mutiara @50 Kg,npkmutiara50kg,52.94%,NPK Kujang 30-6-8,npkkujang3068,PIHC,Majemuk,30-6-8,14,
npk lauying 1kg,npklauying1kg,52.94%,NPK Kujang 30-6-8,npkkujang3068,PIHC,Majemuk,30-6-8,13,
KCL Kujqng 5kg,kclkujqng5kg,52.94%,NPK Kujang 30-6-8,npkkujang3068,PIHC,Majemuk,30-6-8,12,
GOLDENMAX 16,goldenmax16,52.94%,GOLD DGW 16-10-18,golddgw161018,DGW/Hextar,Majemuk,16-10-18,11,
goldenmax 21,goldenmax21,52.94%,GOLD DGW 16-10-18,golddgw161018,DGW/Hextar,Majemuk,16-10-18,11,
GOLDEN MAX 21,goldenmax21,52.94%,GOLD DGW 16-10-18,golddgw161018,DGW/Hextar,Majemuk,16-10-18,11,
GOLDEN MAX 16,goldenmax16,52.94%,GOLD DGW 16-10-18,golddgw161018,DGW/Hextar,Majemuk,16-10-18,11,
NPK Mutiara 50 kg,npkmutiara50kg,52.94%,NPK Kujang 30-6-8,npkkujang3068,PIHC,Majemuk,30-6-8,14,
Kontaxone 1 L,kontaxone1l,52.94%,CAP TAWON 18-12-6,captawon18126,Tawon,Majemuk,18-12-6,11,
Borax Turkey Eceran,boraxturkeyeceran,52.94%,Borate Evermax,borateevermax,LaoYing,Mikro,NA,17,
Mantab 500 ml,mantab500ml,52.94%,Mahkota 15-15-6-4,mahkota151564,Mahkota,Majemuk,15-15-6,11,
Brantaxone 1 lt,brantaxone1lt,52.94%,CAP TAWON 18-12-6,captawon18126,Tawon,Majemuk,18-12-6,13,
Mantab @ 500 ml,mantab500ml,52.94%,Mahkota 15-15-6-4,mahkota151564,Mahkota,Majemuk,15-15-6,11,
KONTAXONE 1L,kontaxone1l,52.94%,CAP TAWON 18-12-6,captawon18126,Tawon,Majemuk,18-12-6,11,
CENTAMIN 100gr,centamin100gr,52.94%,CAP TAWON 18-12-6,captawon18126,Tawon,Majemuk,18-12-6,13,
Timun Kujang@20g,timunkujang20g,52.94%,NPK Kujang 30-6-8,npkkujang3068,PIHC,Majemuk,30-6-8,14,
NPK tawon 50 kg,npktawon50kg,52.94%,NPK Kujang 30-6-8,npkkujang3068,PIHC,Majemuk,30-6-8,12,
Paxalon 100ml,paxalon100ml,52.94%,CAP TAWON 18-12-6,captawon18126,Tawon,Majemuk,18-12-6,12,
Magnum filter,magnumfilter,52.94%,Magnesium Sulfate,magnesiumsulfate,Pak Tani,Mg,NA,12,
SP 26 Pertro Ecer 1Kg,sp26pertroecer1kg,52.94%,SP-26 Petro,sp26petro,PIHC,Fosfat,NA,17,
NPK Gajah Emas,npkgajahemas,52.94%,NPK Kujang 30-6-8,npkkujang3068,PIHC,Majemuk,30-6-8,12,
Matador 100Ml,matador100ml,52.94%,CAP TAWON 18-12-6,captawon18126,Tawon,Majemuk,18-12-6,12,
Urea Petro Pril 50kg,ureapetropril50kg,52.94%,Urea Petro,ureapetro,PIHC,Urea,NA,17,
NARAPON 100 ml,narapon100ml,52.94%,CAP TAWON 18-12-6,captawon18126,Tawon,Majemuk,18-12-6,12,
petrokum 0.005 BB,petrokum0005bb,52.94%,MerokeMKP 0-52-34,merokemkp05234,Mutiara,Majemuk,0-52-34,14,
Gordon 100 ml,gordon100ml,52.94%,GOLD DGW 16-10-18,golddgw161018,DGW/Hextar,Majemuk,16-10-18,11,
NPK Bahari 50 kg,npkbahari50kg,52.94%,NPK Kujang 30-6-8,npkkujang3068,PIHC,Majemuk,30-6-8,13,
Polydor 100ml,polydor100ml,52.94%,GOLD DGW 16-10-18,golddgw161018,DGW/Hextar,Majemuk,16-10-18,12,
Maxio Daun 1ltr,maxiodaun1ltr,52.94%,Mahkota 15-15-6-4,mahkota151564,Mahkota,Majemuk,15-15-6,13,
npk kepala sapi,npkkepalasapi,52.94%,NPK Kujang 30-6-8,npkkujang3068,PIHC,Majemuk,30-6-8,13,
Captive @100ml,captive100ml,52.94%,CAP TAWON 18-12-6,captawon18126,Tawon,Majemuk,18-12-6,12,
polidor 100 ml,polidor100ml,52.94%,GOLD DGW 16-10-18,golddgw161018,DGW/Hextar,Majemuk,16-10-18,12,
golden best 100,goldenbest100,52.94%,GOLD DGW 16-10-18,golddgw161018,DGW/Hextar,Majemuk,16-10-18,13,
NpK Tawon 50 kg,npktawon50kg,52.94%,NPK Kujang 30-6-8,npkkujang3068,PIHC,Majemuk,30-6-8,12,
npk tawon merah,npktawonmerah,52.94%,CAP TAWON 18-12-6,captawon18126,Tawon,Majemuk,18-12-6,13,
NPK bananas 1 kg,npkbananas1kg,52.94%,NPK Kujang 30-6-8,npkkujang3068,PIHC,Majemuk,30-6-8,13,
NPK bananas 50 kg,npkbananas50kg,52.94%,NPK Kujang 30-6-8,npkkujang3068,PIHC,Majemuk,30-6-8,14,
cat Avian 100cc,catavian100cc,52.94%,CAP TAWON 18-12-6,captawon18126,Tawon,Majemuk,18-12-6,13,
MAGNUM FILTER,magnumfilter,52.94%,Magnesium Sulfate,magnesiumsulfate,Pak Tani,Mg,NA,12,
TAWON 900ML,tawon900ml,52.94%,CAP TAWON 18-12-6,captawon18126,Tawon,Majemuk,18-12-6,10,
Nanjung 500g,nanjung500g,52.94%,NPK Kujang 30-6-8,npkkujang3068,PIHC,Majemuk,30-6-8,11,
UREA Nitralite 25kg,ureanitralite25kg,52.94%,Urea Nitrea,ureanitrea,PIHC,Urea,NA,17,
Mahkota Fertilizer,mahkotafertilizer,52.94%,Mahkota Kieserite,mahkotakieserite,Mahkota,Mg,NA,17,
GOODDAY ISI 12,gooddayisi12,52.94%,GOLD DGW 16-10-18,golddgw161018,DGW/Hextar,Majemuk,16-10-18,12,
NPK Jeranti 5kg,npkjeranti5kg,52.94%,NPK Kujang 30-6-8,npkkujang3068,PIHC,Majemuk,30-6-8,13,
NPK laoying 40 kg,npklaoying40kg,52.94%,NPK Kujang 30-6-8,npkkujang3068,PIHC,Majemuk,30-6-8,14,
NPK JERANTI 1KG,npkjeranti1kg,52.94%,NPK Kujang 30-6-8,npkkujang3068,PIHC,Majemuk,30-6-8,13,
Makonil 500gr,makonil500gr,52.94%,Mahkota 15-15-6-4,mahkota151564,Mahkota,Majemuk,15-15-6,12,
Padi Kencana 161616,padikencana161616,52.94%,Pelangi 16-16-16,pelangi161616,PIHC,Majemuk,16-16-16,17,
alfapon 100ml,alfapon100ml,52.94%,CAP TAWON 18-12-6,captawon18126,Tawon,Majemuk,18-12-6,12,
NPK jeranti 5 kg,npkjeranti5kg,52.94%,NPK Kujang 30-6-8,npkkujang3068,PIHC,Majemuk,30-6-8,13,
polydor 100 ml,polydor100ml,52.94%,GOLD DGW 16-10-18,golddgw161018,DGW/Hextar,Majemuk,16-10-18,12,
npk muntiara 16 50kl,npkmuntiara1650kl,52.94%,Mutiara 16-16-16,mutiara161616,Mutiara,Majemuk,16-16-16,17,
Calicron 100 ml,calicron100ml,52.94%,CAP TAWON 18-12-6,captawon18126,Tawon,Majemuk,18-12-6,13,
Matador@ 100ml,matador100ml,52.94%,CAP TAWON 18-12-6,captawon18126,Tawon,Majemuk,18-12-6,12,
akodan 500ml,akodan500ml,52.94%,Mahkota 15-15-6-4,mahkota151564,Mahkota,Majemuk,15-15-6,11,
petrokum 0005bb,petrokum0005bb,52.94%,MerokeMKP 0-52-34,merokemkp05234,Mutiara,Majemuk,0-52-34,14,
Canon 100 ml,canon100ml,52.94%,CAP TAWON 18-12-6,captawon18126,Tawon,Majemuk,18-12-6,10,
capital 100ml,capital100ml,52.94%,CAP TAWON 18-12-6,captawon18126,Tawon,Majemuk,18-12-6,12,
narapon 100ml,narapon100ml,52.94%,CAP TAWON 18-12-6,captawon18126,Tawon,Majemuk,18-12-6,12,
brantaxone 1L R2,brantaxone1lr2,52.94%,CAP TAWON 18-12-6,captawon18126,Tawon,Majemuk,18-12-6,14,
calicron 1ltr,calicron1ltr,52.94%,CAP TAWON 18-12-6,captawon18126,Tawon,Majemuk,18-12-6,12,
brantaxone 1L,brantaxone1l,52.94%,CAP TAWON 18-12-6,captawon18126,Tawon,Majemuk,18-12-6,12,
GOLDEN MAX 1KG,goldenmax1kg,52.94%,GOLD DGW 16-10-18,golddgw161018,DGW/Hextar,Majemuk,16-10-18,12,
BULDOG 100 ML,buldog100ml,52.94%,GOLD DGW 16-10-18,golddgw161018,DGW/Hextar,Majemuk,16-10-18,11,
gold star 100ml,goldstar100ml,52.94%,GOLD DGW 16-10-18,golddgw161018,DGW/Hextar,Majemuk,16-10-18,13,
Nitra Kujang @25kg,nitrakujang25kg,52.94%,NPK Kujang 30-6-8,npkkujang3068,PIHC,Majemuk,30-6-8,15,
Buldog 100ml,buldog100ml,52.94%,GOLD DGW 16-10-18,golddgw161018,DGW/Hextar,Majemuk,16-10-18,11,
NPK BUAH SAWIT,npkbuahsawit,52.94%,NPK Kujang 30-6-8,npkkujang3068,PIHC,Majemuk,30-6-8,12,
NPK Caping Plus,npkcapingplus,52.94%,NPK Kujang 30-6-8,npkkujang3068,PIHC,Majemuk,30-6-8,13,
Gordon @100 ml,gordon100ml,52.94%,GOLD DGW 16-10-18,golddgw161018,DGW/Hextar,Majemuk,16-10-18,11,
golden Hawai 1/4,goldenhawai14,52.94%,GOLD DGW 16-10-18,golddgw161018,DGW/Hextar,Majemuk,16-10-18,13,
NPK Makrostar 1616 1 Kg,npkmakrostar16161kg,52.63%,Mahkota 16-16-16,mahkota161616,Mahkota,Majemuk,16-16-16,19,
sariwangi 25pcs,sariwangi25pcs,52.63%,Saprodap  16-20+12S,saprodap162012s,Pak Tani,Majemuk,16-20-0,14,
Fertiphos kuning 50kg,fertiphoskuning50kg,52.63%,Fertiphos Sawit,fertiphossawit,Pak Tani,Fosfat,NA,19,
Urea PRL NS @50 KG NITREA,ureaprlns50kgnitrea,52.63%,Urea Nitrea,ureanitrea,PIHC,Urea,NA,19,
npk bunga tulip,npkbungatulip,52.63%,NPK Kujang 15-15-15,npkkujang151515,PIHC,Majemuk,15-15-15,13,
fertiphos kuning @50kg,fertiphoskuning50kg,52.63%,Fertiphos Sawit,fertiphossawit,Pak Tani,Fosfat,NA,19,
fertiphos abu abu 50kg,fertiphosabuabu50kg,52.63%,Fertiphos Sawit,fertiphossawit,Pak Tani,Fosfat,NA,19,
MUTIARA MERAUKE 16 1KG,mutiaramerauke161kg,52.63%,Mutiara 16-16-16,mutiara161616,Mutiara,Majemuk,16-16-16,19,
NPK kuda sakti 50 kg,npkkudasakti50kg,52.63%,NPK Kujang 15-15-15,npkkujang151515,PIHC,Majemuk,15-15-15,16,
Em4 Coklat 1 Liter,em4coklat1liter,52.63%,EMCOTE 15-15-6-4+TE,emcote151564te,LaoYing,Majemuk,15-15-0,15,
fertiphos abu-abu @50kg,fertiphosabuabu50kg,52.63%,Fertiphos Sawit,fertiphossawit,Pak Tani,Fosfat,NA,19,
sagripas 200ml,sagripas200ml,52.63%,Saprodap  16-20+12S,saprodap162012s,Pak Tani,Majemuk,16-20-0,13,
Santamin 200 ml,santamin200ml,52.63%,Pak Tani 12-12-17-2,paktani1212172,Pak Tani,Majemuk,12-12-17,13,
Urea PRL NS @25 KG Nitrea,ureaprlns25kgnitrea,52.63%,Urea Nitrea,ureanitrea,PIHC,Urea,NA,19,
NPK JERANTI NS @5KG,npkjerantins5kg,52.63%,NPK Kujang 15-15-15,npkkujang151515,PIHC,Majemuk,15-15-15,15,
NPK Kanivos 50 kg,npkkanivos50kg,52.63%,NPK Kujang 15-15-15,npkkujang151515,PIHC,Majemuk,15-15-15,14,
MAGNESIUM PAK TANI 1 KG,magnesiumpaktani1kg,52.63%,Magnesium Sulfate,magnesiumsulfate,Pak Tani,Mg,NA,19,
semprotan 1/2 ltr,semprotan12ltr,52.63%,Saprodap  16-20+12S,saprodap162012s,Pak Tani,Majemuk,16-20-0,14,
Mutiara Npk 15.15.15 1kg,mutiaranpk1515151kg,52.63%,Mutiara 16-16-16,mutiara161616,Mutiara,Majemuk,16-16-16,19,
Mutiara Npk 12.12.17 1kg,mutiaranpk1212171kg,52.63%,Mutiara 16-16-16,mutiara161616,Mutiara,Majemuk,16-16-16,19,
astonish 100ml,astonish100ml,52.63%,Pak Tani 12-12-17-2,paktani1212172,Pak Tani,Majemuk,12-12-17,13,
Astonish100ml,astonish100ml,52.63%,Pak Tani 12-12-17-2,paktani1212172,Pak Tani,Majemuk,12-12-17,13,
Astonish @ 100 ml,astonish100ml,52.63%,Pak Tani 12-12-17-2,paktani1212172,Pak Tani,Majemuk,12-12-17,13,
santamikro 2 2.5g,santamikro225g,52.63%,Pak Tani 12-12-17-2,paktani1212172,Pak Tani,Majemuk,12-12-17,14,
santamikro 2 25g,santamikro225g,52.63%,Pak Tani 12-12-17-2,paktani1212172,Pak Tani,Majemuk,12-12-17,14,
Paket anti kriting,paketantikriting,52.63%,Pak Tani 12-12-17-2,paktani1212172,Pak Tani,Majemuk,12-12-17,16,
Sando Up 200ml,sandoup200ml,52.63%,Saprodap  16-20+12S,saprodap162012s,Pak Tani,Majemuk,16-20-0,12,
Urea Nitrea Prill 50 Kg,ureanitreaprill50kg,52.63%,Urea Nitrea,ureanitrea,PIHC,Urea,NA,19,
Dgw conpection 15.15.15,dgwconpection151515,52.63%,CAP TAWON 15-15-15,captawon151515,Tawon,Majemuk,15-15-15,19,
Fertiphos kuning 50 kg,fertiphoskuning50kg,52.63%,Fertiphos Sawit,fertiphossawit,Pak Tani,Fosfat,NA,19,
NPK Kudasakti 50kg,npkkudasakti50kg,52.63%,NPK Kujang 15-15-15,npkkujang151515,PIHC,Majemuk,15-15-15,16,
NPK Mutiara 12.12.12 1Kg,npkmutiara1212121kg,52.63%,Mutiara 16-16-16,mutiara161616,Mutiara,Majemuk,16-16-16,19,
NPK Meraoke 16 16 16 @1Kg,npkmeraoke1616161kg,52.63%,Nitroku 16-16-16,nitroku161616,PIHC,Majemuk,16-16-16,19,
NPK Interflor 16.16.16 @1,npkinterflor1616161,52.63%,Nitroku 16-16-16,nitroku161616,PIHC,Majemuk,16-16-16,19,
NPK kujang campur 25kg,npkkujangcampur25kg,52.63%,NPK Kujang 15-15-15,npkkujang151515,PIHC,Majemuk,15-15-15,19,
Urea PRL NS @50KG Nitrea,ureaprlns50kgnitrea,52.63%,Urea Nitrea,ureanitrea,PIHC,Urea,NA,19,
Astonish @100ml,astonish100ml,52.63%,Pak Tani 12-12-17-2,paktani1212172,Pak Tani,Majemuk,12-12-17,13,
Fertiphos 50kg Kuning,fertiphos50kgkuning,52.63%,Fertiphos Sawit,fertiphossawit,Pak Tani,Fosfat,NA,19,
"astonish,100 ml",astonish100ml,52.63%,Pak Tani 12-12-17-2,paktani1212172,Pak Tani,Majemuk,12-12-17,13,
"Santamikro 12,5gr",santamikro125gr,52.63%,Pak Tani 12-12-17-2,paktani1212172,Pak Tani,Majemuk,12-12-17,15,
NPK Phonska Plus Petro,npkphonskapluspetro,52.63%,ZA Plus Petro,zapluspetro,PIHC,ZA,NA,19,
ASTONISH 100 ML,astonish100ml,52.63%,Pak Tani 12-12-17-2,paktani1212172,Pak Tani,Majemuk,12-12-17,13,
pupuk urea nitrea 50kg,pupukureanitrea50kg,52.63%,Urea Nitrea,ureanitrea,PIHC,Urea,NA,19,
NPK Among Tani 16.16.16 @1,npkamongtani1616161,52.63%,Pelangi 16-16-16,pelangi161616,PIHC,Majemuk,16-16-16,19,
Magnesium pak tani 1kg,magnesiumpaktani1kg,52.63%,Magnesium Sulfate,magnesiumsulfate,Pak Tani,Mg,NA,19,
Urea PRL  NS @50 Kg Nitrea,ureaprlns50kgnitrea,52.63%,Urea Nitrea,ureanitrea,PIHC,Urea,NA,19,
apronil 100ml,apronil100ml,52.63%,Saprodap  16-20+12S,saprodap162012s,Pak Tani,Majemuk,16-20-0,12,
santamin 200ml,santamin200ml,52.63%,Pak Tani 12-12-17-2,paktani1212172,Pak Tani,Majemuk,12-12-17,13,
UREA PRL NS @ 50 KG Nitrea,ureaprlns50kgnitrea,52.63%,Urea Nitrea,ureanitrea,PIHC,Urea,NA,19,
UREA GRL NS @ 50 KG NITREA,ureagrlns50kgnitrea,52.63%,Urea Nitrea,ureanitrea,PIHC,Urea,NA,19,
santaquat 1L R2,santaquat1lr2,52.63%,Pak Tani 12-12-17-2,paktani1212172,Pak Tani,Majemuk,12-12-17,13,
Ferthiphos 50 kg Hijau,ferthiphos50kghijau,52.63%,Fertiphos Sawit,fertiphossawit,Pak Tani,Fosfat,NA,19,
NPK Belarusia 16 50 kg,npkbelarusia1650kg,52.38%,NPK Pelangi 13-6-27-4,npkpelangi136274,PIHC,Majemuk,13-6-27,18,
Fertiphos SU Kuning 50 kg,fertiphossukuning50kg,52.38%,Fertiphos Sawit,fertiphossawit,Pak Tani,Fosfat,NA,21,
NPK Multiera 15-15-15 25kg,npkmultiera15151525kg,52.38%,NPK Pusri 15-15-15,npkpusri151515,PIHC,Majemuk,15-15-15,21,
Semangka redin 10gr,semangkaredin10gr,52.38%,Pelangi Agro 20-10-10,pelangiagro201010,PIHC,Majemuk,20-10-10,17,
Selang  Plastik 25*020*50,selangplastik2502050,52.38%,Pelangi Agro 20-10-10,pelangiagro201010,PIHC,Majemuk,20-10-10,20,
Selang Bawang 13cm,selangbawang13cm,52.38%,Pelangi Agro 20-10-10,pelangiagro201010,PIHC,Majemuk,20-10-10,16,
Crowen 50ec 400ml,crowen50ec400ml,52.38%,MerokeKKB 0-0-40-0.8B,merokekkb004008b,Mutiara,Kalium,NA,15,
Patani quat 1000ml,pataniquat1000ml,52.38%,Petro Nitrat 16-16-16,petronitrat161616,PIHC,Majemuk,16-16-16,16,
Selang plastik 10cm,selangplastik10cm,52.38%,Pelangi Agro 20-10-10,pelangiagro201010,PIHC,Majemuk,20-10-10,17,
Joker 75SP @400gr,joker75sp400gr,52.38%,MerokeKKB 0-0-40-0.8B,merokekkb004008b,Mutiara,Kalium,NA,14,
Sari Agro 250 gram,sariagro250gram,52.38%,Pelangi Agro 20-10-10,pelangiagro201010,PIHC,Majemuk,20-10-10,15,
Polibag 10/20X20,polibag1020x20,52.38%,Pelangi Agro 20-10-10,pelangiagro201010,PIHC,Majemuk,20-10-10,14,
Celana Crocodile,celanacrocodile,52.38%,Pelangi Agro 20-10-10,pelangiagro201010,PIHC,Majemuk,20-10-10,15,
mpk bintang sawit 161616,mpkbintangsawit161616,52.38%,Pelangi 16-16-16,pelangi161616,PIHC,Majemuk,16-16-16,21,
Etrolin 2000 @ 500 ml,etrolin2000500ml,52.38%,MerokeKKB 0-0-40-0.8B,merokekkb004008b,Mutiara,Kalium,NA,16,
PLASTIK TOMAT 100,plastiktomat100,52.38%,Pelangi Agro 20-10-10,pelangiagro201010,PIHC,Majemuk,20-10-10,15,
Elang Gold 480sl 1L,elanggold480sl1l,52.38%,Pelangi Agro 20-10-10,pelangiagro201010,PIHC,Majemuk,20-10-10,16,
JOKER 77SP (400GR),joker77sp400gr,52.38%,MerokeKKB 0-0-40-0.8B,merokekkb004008b,Mutiara,Kalium,NA,14,
lang sangit 400 ML,langsangit400ml,52.38%,Pelangi Agro 20-10-10,pelangiagro201010,PIHC,Majemuk,20-10-10,15,
Terong ratih ungu,terongratihungu,52.38%,Petro Nitrat 16-16-16,petronitrat161616,PIHC,Majemuk,16-16-16,15,
selang drip agrostar,selangdripagrostar,52.38%,Pelangi Agro 20-10-10,pelangiagro201010,PIHC,Majemuk,20-10-10,18,
za plus petro nonsub 50 kg,zapluspetrononsub50kg,52.38%,ZA Plus Petro,zapluspetro,PIHC,ZA,NA,21,
talang karpet 90 cm,talangkarpet90cm,52.38%,Pelangi Agro 20-10-10,pelangiagro201010,PIHC,Majemuk,20-10-10,16,
rocky phospat mahkota/kg,rockyphospatmahkotakg,52.38%,Rock Phosphate PETRO,rockphosphatepetro,PIHC,Fosfat,NA,21,
pataniquat 140SL @1,pataniquat140sl1,52.38%,Petro Nitrat 16-16-16,petronitrat161616,PIHC,Majemuk,16-16-16,16,
Slang lastik 10 cm,slanglastik10cm,52.38%,Pelangi Agro 20-10-10,pelangiagro201010,PIHC,Majemuk,20-10-10,15,
Regant cair 500ml,regantcair500ml,52.38%,Pelangi Agro 20-10-10,pelangiagro201010,PIHC,Majemuk,20-10-10,15,
Joker 75SP 400gr,joker75sp400gr,52.38%,MerokeKKB 0-0-40-0.8B,merokekkb004008b,Mutiara,Kalium,NA,14,
kang bambo 500gr,kangbambo500gr,52.38%,Pelangi Agro 20-10-10,pelangiagro201010,PIHC,Majemuk,20-10-10,14,
plant cataly 100g,plantcataly100g,52.38%,Pelangi Agro 20-10-10,pelangiagro201010,PIHC,Majemuk,20-10-10,15,
EM4 Pertanian 1000 ml,em4pertanian1000ml,52.17%,Kapur Pertanian Kebomas,kapurpertaniankebomas,PIHC,Mikro,NA,18,
NPK DGW Booster 25 Kg,npkdgwbooster25kg,52.17%,NPK Kebomas 12-6-22+3Mg,npkkebomas126223mg,PIHC,Majemuk,12-6-22,17,
EM4 PERTANIAN (KUNING),em4pertaniankuning,52.17%,Kapur Pertanian Kebomas,kapurpertaniankebomas,PIHC,Mikro,NA,18,
Kasur Panjang lipat,kasurpanjanglipat,52.17%,Kapur Pertanian Kebomas,kapurpertaniankebomas,PIHC,Mikro,NA,17,
UREA DAUN BUAH Prill NS @50Kg,ureadaunbuahprillns50kg,52.17%,Urea Daun Buah,ureadaunbuah,PIHC,Urea,NA,23,
NPK 16 kudasakti 3kg,npk16kudasakti3kg,52.17%,NPK Kebomas 12-6-22+3Mg,npkkebomas126223mg,PIHC,Majemuk,12-6-22,17,
Urea Granule Daun Buah@50kg,ureagranuledaunbuah50kg,52.17%,Urea Daun Buah,ureadaunbuah,PIHC,Urea,NA,23,
Urea prill Daun Buah @20 kilo,ureaprilldaunbuah20kilo,52.17%,Urea Daun Buah,ureadaunbuah,PIHC,Urea,NA,23,
mesin bor (modern) m2100,mesinbormodernm2100,52.17%,MESTI-BOMBER 19-9-19+TE,mestibomber19919te,LaoYing,Majemuk,19-9-19,19,
mesin bor (modern) m2130,mesinbormodernm2130,52.17%,MESTI-BOMBER 19-9-19+TE,mestibomber19919te,LaoYing,Majemuk,19-9-19,19,
NPK kelopak dunia 50kg,npkkelopakdunia50kg,52.17%,NPK Kebomas 12-6-22+3Mg,npkkebomas126223mg,PIHC,Majemuk,12-6-22,19,
UREA PRILL DAUN BUAH @50 KG NS,ureaprilldaunbuah50kgns,52.17%,Urea Daun Buah,ureadaunbuah,PIHC,Urea,NA,23,
Urea Daun Buah Prill @50Kg NS,ureadaunbuahprill50kgns,52.17%,Urea Daun Buah,ureadaunbuah,PIHC,Urea,NA,23,
Urea Prill Daun Buah NS @50 kg,ureaprilldaunbuahns50kg,52.17%,Urea Daun Buah,ureadaunbuah,PIHC,Urea,NA,23,
Urea Prill Daun Buah NS @50kg,ureaprilldaunbuahns50kg,52.17%,Urea Daun Buah,ureadaunbuah,PIHC,Urea,NA,23,
UREA Daun Buah Prill Ns@50Kg,ureadaunbuahprillns50kg,52.17%,Urea Daun Buah,ureadaunbuah,PIHC,Urea,NA,23,
NPK Pelangi  BLD 20.10.10 @50 NS,npkpelangibld20101050ns,52.17%,Pelangi Agro 20-10-10,pelangiagro201010,PIHC,Majemuk,20-10-10,23,
Urea Daun Buah Prill @Ns 50 Kg,ureadaunbuahprillns50kg,52.17%,Urea Daun Buah,ureadaunbuah,PIHC,Urea,NA,23,
Urea Daun Buah Prill NS (50Kg),ureadaunbuahprillns50kg,52.17%,Urea Daun Buah,ureadaunbuah,PIHC,Urea,NA,23,
Urea Daun Prill Buah Ns 50Kg,ureadaunprillbuahns50kg,52.17%,Urea Daun Buah,ureadaunbuah,PIHC,Urea,NA,23,
Urea Daun Buah Prill @Ns 20kg,ureadaunbuahprillns20kg,52.17%,Urea Daun Buah,ureadaunbuah,PIHC,Urea,NA,23,
